"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 8029","Pearl copper","RAL 8029 {0} is a metallic copper-brown with a luxurious pearl finish, adding warmth, value, and technical shine to modern surfaces. It mimics the luster of the real metal, conveying industrial warmth and premium innovation. Used in modern facades, electronics, and branding, it projects a luxurious and refined character. The pearlescent effect adds extra dimension and metallic beauty. It projects a sense of luxurious warmth and an innovative professional presence that represents a modern and metallic structural integrity, making any product or building look prestigious, warm, and undeniably modern.","ARCHITECTURE, PRODUCT_DESIGN, INTERIORS, AUTOMOTIVE, BRANDING","LUXURIOUS, WARM, METALLIC, REFINED, MODERN"
"RAL 9001","Cream","RAL 9001 {0} is a warm off-white with subtle yellow undertones, offering a sense of softness, traditional charm, and richness. It is a classic choice for vintage appliances, high-end interiors, and traditional furniture, conveying an inviting and light aesthetic. Softer than pure white, it projects a sense of classic warmth and traditional quality. Ideally suited for joinery and architectural restoration, it provide a soft and warm character. It projects a sense of traditional elegance and a warm professional presence that represents a prestigious and welcoming structural character in both modern and classical design.","INTERIOR_DESIGN, FURNITURE, ARCHITECTURE, PRODUCT_DESIGN, RESTORATION","SOFT, WARM, CLASSIC, INVITING, LIGHT"
"RAL 9002","Grey white","RAL 9002 {0} is a neutral off-white with a cool grey heart, appearing clean, modern, and professional. It is a standard industrial neutral, ideally suited for minimalistic architecture, healthcare environments, and technical machinery. It conveys cleanliness, modernity, and functional neutrality without the glare of bright white. Ideally suited for warehouse walls and garage doors, it provides a clean and modern character. It projects a sense of professional cleanliness and a cool, minimal professional presence that represents an authentic and professional industrial strength in both urban and industrial environments.","INTERIORS, ARCHITECTURE, INDUSTRIAL, HEALTHCARE, PRODUCT_DESIGN","CLEAN, COOL, MINIMAL, SOFT, MODERN"
"RAL 9003","Signal white","RAL 9003 {0} is a bright, high-visibility white designed for safety signaling, modern contrast, and visual clarity. It conveys a sense of purity, brilliant clarity, and functional order. Widely used in public infrastructure, signage, and clinical environments, it provides a crisp and neutral character. Ideally suited for graphic design and modern architecture, it projects a sense of professional efficiency. It projects a sense of high-contrast brilliance and a clean, functional professional presence that ensures visual priority and reliable communication in complex urban and technical environments.","SIGNAGE, TRANSPORTATION, SAFETY, INDUSTRIAL, EQUIPMENT","BRIGHT, VISIBLE, CLEAN, NEUTRAL, FUNCTIONAL"
"RAL 9004","Signal black","RAL 9004 {0} is a near-black color with a very dark grey heart, designed for visual authority and functional signaling. It is slightly lighter than Jet Black, conveying a sense of technical order, strength, and structural modernity. Used in industrial interfaces, safety signaling, and product design, it projects a dark and functional character. Ideally suited for rubber components and technical equipment, it projects a sense of professional durability and an authoritative professional presence. It represents a standard and minimal industrial strength that is both formal and technical in contemporary design.","SAFETY, INDUSTRIAL, TRANSPORTATION, SIGNAGE, PRODUCT_DESIGN","DARK, FUNCTIONAL, STRONG, TECHNICAL, MINIMAL"
"RAL 9005","Jet black","RAL 9005 {0} is a deep, pure black that stands as the definitive reference for visual darkness. It conveys power, elegance, and finality with maximum visual weight. Widely used in modern architecture, automotive design, and premium branding, it projects a bold and refined character. It provides dramatic contrast and high-end elegance. Ideally suited for wrought iron and high-contrast design, it projects a sense of powerful darkness and a prestigious professional presence that represents a modern and sleek structural character, making any building or product look unmistakably authoritative and sophisticated.","ARCHITECTURE, AUTOMOTIVE, PRODUCT_DESIGN, BRANDING, INTERIORS","BOLD, MODERN, ELEGANT, DARK, REFINED"
"RAL 9006","White aluminium","RAL 9006 {0} is a metallic silver-white that conveys industrial function, brightness, and a clean modern look. It is the standard for corrosion protection and industrial steelwork, reflecting light evenly for a technical finish. Ideally suited for automotive wheels, structural metalwork, and modern branding, it projects a clean and professional character. It suggests a professional and functional industrial strength that is both metallic and modern. It projects a sense of cool modernity and a clean, technical professional presence that represents an authentic and functional industrial strength in both urban and industrial environments.","AUTOMOTIVE, PRODUCT_DESIGN, INDUSTRIAL, EQUIPMENT, BRANDING","CLEAN, METALLIC, MODERN, COOL, REFINED"
"RAL 9007","Grey aluminium","RAL 9007 {0} is a darker metallic grey that conveys a sense of technical durability, premium innovation, and professional strength. Its shimmer adds visual complexity and depth, making it ideal for high-end architecture, vehicles, and heavy-duty structural elements. It projects a refined and professional character that shifts in light. Ideally suited for bridges and high-performance equipment, it provide a metallic and refined character. It projects a sense of cool technical modernity and a prestigious, durable professional presence that represents a modern and durable structural character in both urban and industrial projects.","AUTOMOTIVE, ARCHITECTURE, PRODUCT_DESIGN, EQUIPMENT, BRANDING","METALLIC, REFINED, TECHNICAL, MODERN, COOL"
"RAL 9010","Pure white","RAL 9010 {0} is a bright neutral white that serves as the most popular standard for modern interiors, architectural doors, and domestic appliances. It conveys a sense of clarity, cleanliness, and openness. Ideally suited for residential joinery and furniture, it provides a soft and pure character that is both minimal and welcoming. It projects a sense of professional cleanliness and a bright, pure professional presence that represents a modern and minimal structural integrity. It suggests a look that is crisp, bright, and reliably fresh, making any room or product look sunny, clean, and unmistakably modern.","ARCHITECTURE, INTERIORS, PRODUCT_DESIGN, APPLIANCES, FURNITURE","CLEAN, BRIGHT, PURE, MINIMAL, FRESH"
"RAL 9011","Graphite black","RAL 9011 {0} is a deep black with a slight hint of grey and a modern sheen, evoking the structural look of refined metal. It is elegant, solid, and conveys a sense of technical precision and structural modernity. Used in high-end product design, furniture, and architectural accents, it projects a refined and minimal character. It projects a sense of prestigious darkness and a sleek, modern professional presence that represents a modern and elegant structural character. It suggests a look that is deep, solid, and undeniably sophisticated in both professional interiors and high-end automotive design.","ARCHITECTURE, PRODUCT_DESIGN, INTERIORS, AUTOMOTIVE, BRANDING","ELEGANT, DARK, REFINED, MINIMAL, SUBTLE"
"RAL 9016","Traffic white","RAL 9016 {0} is a bright, neutral white developed for maximum visibility in public transportation, road markings, and modern signage. It is highly reflective, clean, and conveys a sense of professional order and visual clarity. Ideally suited for minimalist interiors and industrial infrastructure, it projects a neutral and modern character. It projects a sense of bright neutrality and a clean, visible professional presence that ensures visual priority and reliable communication. It represents a standard and dependable functional strength that is both modern and reliably visible in complex urban environments.","TRANSPORTATION, SIGNAGE, ARCHITECTURE, INTERIORS, INDUSTRIAL","CLEAN, BRIGHT, NEUTRAL, VISIBLE, MODERN"
"RAL 9017","Traffic black","RAL 9017 {0} is a deep, neutral black used for maximum contrast and emphasis in signage and signaling systems. It is strong, authoritative, and functional, absorbing light to provide a light-absorbing backdrop for instructional symbols. Ideally suited for industrial infrastructure and optical equipment, it conveys a sense of dark formality and functional order. It projects a sense of authoritative darkness and a bold, functional professional presence that represented a professional and light-absorbing structural character. It suggests a look that is deep, bold, and undeniably functional in both public and industrial environments.","SIGNAGE, INDUSTRIAL, TRANSPORTATION, PRODUCT_DESIGN, INFRASTRUCTURE","BOLD, DARK, AUTHORITATIVE, MINIMAL, FUNCTIONAL"
"RAL 9018","Papyrus white","RAL 9018 {0} is a very pale grey-white with a soft, cool heart that resembles the natural look of bleached paper. It is a soft, cool neutral that conveys fresh clarity, professional efficiency, and a gentle modern look. Often used in minimal interiors, office environments, and high-end furniture, it projects a soft and clean character. It projects a sense of fresh neutrality and a soft, modern professional presence that represents an authentic and quiet structural character. It suggests a look that is soft, clean, and reliably modern, perfect for anyone looking for a look that is gentle, fresh, and sophisticated.","INTERIOR_DESIGN, PRODUCT_DESIGN, ARCHITECTURE, FURNITURE, LIFESTYLE","SOFT, CLEAN, NEUTRAL, FRESH, MODERN"
"RAL 9022","Pearl light grey","RAL 9022 {0} is a metallic light grey that is refined, modern, and adds a sense of high-tech elegance. It is technical and sophisticated, ideally suited for architectural features, consumer goods, and automotive detailing. It conveys energy, innovation, and a premium value. The metallic finish adds extra dimension and modern beauty. It projects a sense of high-tech efficiency and a soft, shimmering professional presence that represented a modern and metallic structural character. It suggests a look that is refined, modern, and undeniably high-tech in both professional and luxury design.","ARCHITECTURAL_FEATURES, CONSUMER_GOODS, AUTOMOTIVE, ELECTRONICS, METALLIC","METALLIC, LIGHT_GREY, REFINED, MODERN, HIGH-TECH"
"RAL 9023","Pearl dark grey","RAL 9023 {0} is a metallic dark grey that is deep, lustrous, and adds extraordinary visual interest to high-end finishes. It is sophisticated, exclusive, and conveys a sense of prestigious strength and technical depth. ideally suited for premium automotive finishes, luxury branding, and architectural cladding, it projects a metallic and deep character. It projects a sense of prestigious depth and a lustrous, exclusive professional presence that represented a sophisticated and metallic structural character. It suggests a look that is deep, sophisticated, and undeniably modern in both contemporary high-performance products and luxury design.","PREMIUM_AUTOMOTIVE, LUXURY_BRANDING, ELECTRONICS, ARCHITECTURAL, METALLIC","METALLIC, DARK_GREY, DEEP, LUSTROUS, EXCLUSIVE"
"RAL 3026","Luminous bright red","Think of RAL 3026 {0} as the high-visibility champion of the red family. This isn’t a decorative shade for your living room; it’s an intense, fluorescent powerhouse designed for extreme safety and maritime rescue. Because it contains pigments that practically glow in daylight, it creates a visual vibration that cuts through fog and low light. It’s the definitive choice for emergency markings and high-contrast signage where being seen is a matter of life and death, offering a synthetic, urgent energy that demands immediate attention.","MARITIME_SAFETY, EMERGENCY_MARKINGS, RESCUE_GEAR, TEMPORARY_SIGNAGE, PPE","FLUORESCENT, VIBRATING, MARITIME, URGENT, HIGH_CONTRAST" 
"RAL 4011","Pearl violet","If you’re looking to add a touch of high-end mystery, RAL 4011 {0} is a stunning metallic violet that feels both creative and premium. By blending a deep purple base with a delicate pearlescent shimmer, it creates a surface that shifts and dances as you walk past. You’ll frequently see it in luxury automotive finishes and cosmetic packaging where a sense of innovation and exclusivity is key. It’s a sophisticated, technical choice that elevates simple products into the realm of high fashion and premium electronics, offering a shimmering depth that solid colors just can't match.","AUTOMOTIVE, COSMETICS, LUXURY_GOODS, DECORATIVE_TRIM, ELECTRONICS","METALLIC, SHIMMERING, CREATIVE, PREMIUM, DIMENSIONAL" 
"RAL 4012","Pearl blackberry","RAL 4012 {0} is the ultimate tech-luxe neutral. It’s a dark, metallic purple-grey that mimics the sophisticated sheen of a ripe berry. Modern and incredibly sleek, it has become a favorite for high-tech product design and modern architectural metalwork because it offers a softer, more mysterious alternative to standard black. Under the sun, it reveals a hidden violet heart, but in the shade, it remains deep and professional. It’s the perfect choice for anyone wanting a look that is both cutting-edge and timelessly elegant, pairing beautifully with glass and polished chrome.","AUTOMOTIVE, HIGH_TECH_PRODUCTS, ARCHITECTURAL_METALWORK, LUXURY_PACKAGING, EXTERIOR_CLADDING","DARK, METALLIC, MODERN, MYSTERIOUS, ELEGANT" 
"RAL 5025","Pearl gentian blue","RAL 5025 {0} takes a classic industrial blue and gives it a high-octane, metallic upgrade. It’s a vibrant, shimmering shade that feels fast, technical, and full of life. This color is a favorite in the world of sporting goods and automotive design because it suggests movement and innovation. The metallic flakes add a layer of visual energy that makes any surface look dynamic and precision-engineered. It’s a bold choice for anyone who wants a professional blue that doesn't feel static, representing a perfect blend of technical competence and modern, athletic flair.","AUTOMOTIVE, PRODUCT_DESIGN, SPORTING_GOODS, TECHNICAL, DECORATIVE","METALLIC, VIBRANT, SPORTY, TECHNICAL, SHIMMERING" 
"RAL 5026","Pearl night blue","Imagine the vast, shimmering depth of a clear midnight sky—that is RAL 5026 {0}. This is an incredibly elegant, dark metallic blue that conveys a sense of infinity and exclusive luxury. It’s a top-tier choice for luxury vehicles and high-end architectural accents where a standard navy just isn't enough. The pearlescent finish adds a subtle sparkle that feels prestigious and deep, making it a favorite for premium packaging and executive branding. It’s a color that speaks of hidden power and a very sophisticated, high-end mystery that looks stunning under both city lights and natural moonlight.","LUXURY_VEHICLES, ELECTRONICS, ARCHITECTURAL_ACCENTS, PREMIUM_PACKAGING, EXTERIOR","METALLIC, DARK, ELEGANT, EXCLUSIVE, DEEP" 
"RAL 6039","Fibrous green","RAL 6039 {0} is a breath of fresh air for modern design, created to represent the growing world of natural fibers and sustainable innovation. It’s a nuanced, organic green that feels much more alive than traditional industrial tones. Because it was designed with eco-branding and textiles in mind, it conveys a sense of environmental responsibility and material honesty. It’s the perfect choice for anyone looking to signal sustainability and forward-thinking design, offering a soft, bio-inspired character that feels grounded, modern, and completely at home in an eco-conscious world.","SUSTAINABILITY, ECO_BRANDING, TEXTILES, ORGANIC_PRODUCTS, DESIGN","NUANCED, ORGANIC, SUSTAINABLE, MODERN, INNOVATIVE" 
"RAL 7048","Pearl mouse grey","RAL 7048 {0} is where industrial strength meets high-tech shimmer. It’s a dynamic metallic grey that feels incredibly precise and resistant, making it a favorite for automotive parts and high-end machinery. Unlike standard greys, the metallic finish gives it a depth that catches the light and highlights the contours of a design. It conveys a sense of durability and modern engineering, suggesting that the object it coats is built to last. It’s an ideal choice for anyone looking for a neutral that feels active and technical, adding a layer of industrial sophistication to any modern product.","AUTOMOTIVE, ELECTRONICS, INDUSTRIAL_DESIGN, MACHINERY, DECORATIVE","METALLIC, DYNAMIC, INDUSTRIAL, PRECISE, RESISTANT" 
"RAL 9012","Clean white","RAL 9012 {0} is the newest essential white for a world that values clarity and hygiene. As its name suggests, it is a bright, neutral white designed specifically to look fresh and crisp in healthcare and technical environments. It’s a cleaner, more pure white than many traditional options, making it the perfect backdrop for modern clinics, clean rooms, and high-end minimalist kitchens. It reflects light efficiently without being overly clinical, conveying a sense of transparency and modern order. It’s the definitive choice for anyone seeking a blank canvas that feels healthy, fresh, and undeniably modern.","HEALTHCARE, CLEAN_ROOMS, MINIMALIST_INTERIORS, CLINICAL_ENVIRONMENTS, PRODUCT_DESIGN","CRISP, CLEAN, PURE, HYGIENIC, MODERN"
